id,country_id,position,created_at,full_name,ht_player_id,team_type,status,notes,last_seen_at,dob,ht_age_years,ht_age_days,training_type,trainer_level,assistants,intensity,stamina_share,ideal_training_score,actual_training_score,nationality,specialty,injury,transfer_listed,age_years,age_days,tsi,experience,leadership,form,stamina,keeper,defending,playmaking,wing,passing,scoring,set_pieces,caps_nt,caps_u21,is_international,category,source,imported_at,note,ht_id,team_id,age,skill_gk,skill_def,skill_pm,skill_wing,skill_pass,skill_score,skill_sp,wage,stamina_pct,training_last,training_now,updated_at
222,,,2026-01-19 15:34:45.048265,Oliver Murk,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,31,69,188410,13,,6,7,1,5,12,5,13,16,3,0,8,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,461574682,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
223,,,2026-01-19 15:34:45.048265,Pavle Staničić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,35,12,52270,15,,8,5,1,9,15,16,12,4,14,9,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,453117789,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
224,,,2026-01-19 15:34:45.048265,Perica Preobraženski,,NT,,,,,,,,,,,,,,Hrvatska,,,false,34,66,43640,13,,5,6,0,10,17,6,14,3,13,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,454605115,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
225,,,2026-01-19 15:34:45.048265,Pero Balić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,33,68,166130,13,,7,8,1,11,16,17,10,7,4,0,2,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,456912816,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
226,,,2026-01-19 15:34:45.048265,Pero Reić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,16,194270,9,,5,7,1,16,5,15,10,4,5,0,1,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,469078379,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
227,,,2026-01-19 15:34:45.048265,Ratko Ciliga,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,111,350980,12,,7,7,1,12,19,6,11,4,3,9,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,462868090,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
228,,,2026-01-19 15:34:45.048265,Ratko Saratlija,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,34,24,38990,14,,6,6,1,2,11,15,10,15,13,1,7,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,455670171,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
229,,,2026-01-19 15:34:45.048265,Ratko Stakić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,15,257520,14,,8,8,1,17,9,16,12,4,8,16,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,460587455,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
230,,,2026-01-19 15:34:45.048265,Renato Čohilj,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,27,7,448490,10,,8,7,1,3,11,7,12,18,3,0,13,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,473509786,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
231,,,2026-01-19 15:34:45.048265,Renato Skoko,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,91,264650,14,,7,7,1,15,16,5,15,3,3,1,8,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,459219055,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
232,,,2026-01-19 15:34:45.048265,Renato Šeat,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,62,171190,11,,6,8,1,5,10,10,13,17,12,8,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,459600485,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
233,,,2026-01-19 15:34:45.048265,Robin Omerzel,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,105,260040,7,,5,7,1,4,6,3,14,18,4,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,466068493,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
234,,,2026-01-19 15:34:45.048265,Roko Dabčević,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,19,62040,18,,5,7,1,3,14,8,16,14,3,0,7,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,455754803,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
235,,,2026-01-19 15:34:45.048265,Ronald Okoš,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,30,54,267710,14,,7,8,1,16,10,15,10,4,8,0,10,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,464022563,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
236,,,2026-01-19 15:34:45.048265,Rudi Rapić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,36,19,33020,24,,8,5,0,10,17,2,12,5,14,27,27,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,449877579,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
237,,,2026-01-19 15:34:45.048265,Rudolf Glavić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,28,66,295180,9,,7,6,1,16,9,16,4,4,13,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,470253947,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
238,,,2026-01-19 15:34:45.048265,Rudolf Lulić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,86,445620,12,,6,7,1,12,15,18,7,8,1,8,21,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,465946398,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
239,,,2026-01-19 15:34:45.048265,Rudolf Rubeša,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,29,85,350730,9,,8,8,1,4,9,4,15,16,6,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,465896052,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
240,,,2026-01-19 15:34:45.048265,Samuel Jukić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,28,87,396770,8,,6,6,1,17,10,15,11,3,1,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,469926146,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
241,,,2026-01-19 15:34:45.048265,Samuel 'Petrarka' Patriarka,,NT,,,,,,,,,,,,,,Hrvatska,,,false,27,107,533930,13,,8,8,1,17,10,16,8,3,8,4,17,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,471610924,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
242,,,2026-01-19 15:34:45.048265,Sandro Bačak,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,63,270890,10,,7,8,1,11,18,3,12,7,14,2,6,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461650747,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
243,,,2026-01-19 15:34:45.048265,Sandro Sencar,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,36,29,34230,28,,7,6,0,11,16,1,12,7,16,48,24,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,449731903,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
244,,,2026-01-19 15:34:45.048265,Saša Ćosić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,33,63,90340,12,,6,7,1,11,17,4,10,8,14,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,456971568,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
245,,,2026-01-19 15:34:45.048265,Saša Skejić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,30,102,310030,12,,8,6,1,17,15,3,9,6,1,7,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,463784545,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
246,,,2026-01-19 15:34:45.048265,Silvio Orlovac,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,29,29,392270,11,,5,8,1,8,16,17,9,7,1,6,8,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,468712322,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
247,,,2026-01-19 15:34:45.048265,Siniša Porenta,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,84,168170,9,,7,6,1,18,14,9,8,3,2,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,459626635,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
248,,,2026-01-19 15:34:45.048265,Slaven Isaković,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,0,154700,8,,7,7,1,15,8,16,3,2,2,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,460883374,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
249,,,2026-01-19 15:34:45.048265,Slaven 'Skala' Mirković,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,103,310840,15,,6,8,1,10,16,17,10,5,11,2,16,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,460856862,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
250,,,2026-01-19 15:34:45.048265,Slaven Surjan,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,29,61,385830,8,,8,6,2,4,16,5,10,17,3,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,466192879,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
251,,,2026-01-19 15:34:45.048265,Stanko 'Sarma' Gregorić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,33,10,117080,15,,7,8,2,11,18,5,11,8,12,10,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458397902,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
252,,,2026-01-19 15:34:45.048265,Stanko Peranović,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,33,22,115990,11,,6,8,1,13,17,13,9,1,7,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,458227299,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
253,,,2026-01-19 15:34:45.048265,Stanko Selihar,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,36,41,28750,27,,6,6,0,10,16,2,11,6,17,36,25,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,449418479,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
254,,,2026-01-19 15:34:45.048265,Stipo 'Pepito' Ferić,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,104,447290,11,,7,8,1,9,18,6,10,14,9,0,8,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,465301558,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
255,,,2026-01-19 15:34:45.048265,Stipo Herceg,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,32,106,281190,15,,7,6,1,7,15,2,16,16,2,0,11,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,458655753,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
256,,,2026-01-19 15:34:45.048265,Stjepan Zeljko,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,55,236750,10,,4,7,1,11,18,3,12,12,9,1,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461752355,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
257,,,2026-01-19 15:34:45.048265,Sven Džindo,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,30,73,308670,10,,8,6,1,17,9,6,15,3,7,0,13,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,463665337,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
258,,,2026-01-19 15:34:45.048265,Sven Juravić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,30,91,333930,12,,5,7,1,10,17,17,11,7,1,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,463400388,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
259,,,2026-01-19 15:34:45.048265,Sven Piglić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,32,104,190310,10,,8,6,1,6,17,17,10,5,8,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,458671487,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
260,,,2026-01-19 15:34:45.048265,Šimun Kalabrić,,NT,,,,,,,,,,,,,,Hrvatska,Timski igrač,,false,34,18,36410,11,,5,6,1,11,17,4,11,4,6,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,456009044,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
261,,,2026-01-19 15:34:45.048265,Šimun Petrić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,34,9,40340,13,,7,7,0,11,17,4,10,9,14,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,455869647,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
262,,,2026-01-19 15:34:45.048265,Šimun Radman,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,28,42,220600,7,,6,6,1,4,5,5,14,16,8,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,470854854,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
263,,,2026-01-19 15:34:45.048265,Šimun Strikoman,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,85,139530,14,,7,7,1,7,16,17,11,5,12,4,6,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,456705642,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
264,,,2026-01-19 15:34:45.048265,Šimun Šuker,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,1,false,32,84,107420,18,,7,7,20,16,3,4,3,2,22,35,0,,Vratar,portal_tracker,2026-01-19 15:34:45.048265+00,,459307583,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
265,,,2026-01-19 15:34:45.048265,Toma Plavčić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,10,233280,11,,5,8,1,11,17,5,13,10,11,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,462744718,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
266,,,2026-01-19 15:34:45.048265,Toma Smirčić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,30,0,462540,10,,8,8,1,9,18,3,13,10,5,1,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,465194284,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
267,,,2026-01-19 15:34:45.048265,Tome Šeks,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,27,60,484450,12,,7,8,1,16,10,15,8,3,8,0,13,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,472440179,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
268,,,2026-01-19 15:34:45.048265,Tomislav Njavro,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,30,53,431210,11,,8,7,1,11,15,18,9,8,2,3,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,463937642,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
269,,,2026-01-19 15:34:45.048265,Tomo Škorlić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,31,88,307890,11,,7,7,1,14,17,2,13,4,4,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461322133,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
270,,,2026-01-19 15:34:45.048265,Toni Maričić,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,27,6,481820,8,,8,7,1,2,13,6,15,15,4,3,4,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,473506038,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
271,,,2026-01-19 15:34:45.048265,Tvrtko Pešun,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,,false,35,92,37380,20,,7,5,1,2,13,11,11,15,4,44,3,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,450847899,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
272,,,2026-01-19 15:34:45.048265,Tvrtko Pinčić,,NT,,,,,,,,,,,,,,Hrvatska,,,false,29,35,277170,8,,6,7,1,16,2,16,10,5,2,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,468598950,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
273,,,2026-01-19 15:34:45.048265,Tvrtko Sekereš,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,13,100500,13,,7,8,1,12,16,3,6,10,21,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,460727626,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
274,,,2026-01-19 15:34:45.048265,Tvrtko Šen,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,51,393920,11,,8,6,1,16,13,17,4,2,4,3,13,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,463981062,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
275,,,2026-01-19 15:34:45.048265,Valentin Ožaković,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,54,182460,11,,7,5,1,12,18,4,10,10,5,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,459738580,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
276,,,2026-01-19 15:34:45.048265,Valentin Rudić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,34,1,99380,13,,6,8,1,14,13,16,6,1,12,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,456037898,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
277,,,2026-01-19 15:34:45.048265,Valter Tica,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,33,46,135100,14,,7,8,1,14,17,3,12,4,15,0,7,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,457670804,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
278,,,2026-01-19 15:34:45.048265,Vanja Pirović,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,29,82,376740,12,,6,8,1,12,18,5,12,8,8,0,12,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,465925495,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
279,,,2026-01-19 15:34:45.048265,Velimir 'Veljac' Bajlo,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,58,291940,11,,7,8,1,10,19,2,11,10,8,8,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,461752201,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
280,,,2026-01-19 15:34:45.048265,Vice Pečušak,,NT,,,,,,,,,,,,,,Hrvatska,Snažan,2,false,32,35,225330,12,,7,7,1,15,17,5,15,4,2,0,0,,Srednji vezni,portal_tracker,2026-01-19 15:34:45.048265+00,,460308702,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
281,,,2026-01-19 15:34:45.048265,Viktor Oltran,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,31,15,229380,10,,5,8,1,17,15,2,8,2,5,0,0,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,462656763,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
282,,,2026-01-19 15:34:45.048265,Vito Ban,,NT,,,,,,,,,,,,,,Hrvatska,Tehničar,,false,33,17,158890,12,,7,7,1,2,16,6,16,13,7,0,4,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,458290339,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
283,,,2026-01-19 15:34:45.048265,Vito Peruza,,NT,,,,,,,,,,,,,,Hrvatska,,,false,29,72,272950,8,,6,7,1,16,10,5,15,5,11,0,1,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,466065129,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
284,,,2026-01-19 15:34:45.048265,Vitomir Grgeč,,NT,,,,,,,,,,,,,,Hrvatska,,,false,32,98,137880,12,,7,8,1,19,5,11,5,3,1,0,0,,Bočni igrač,portal_tracker,2026-01-19 15:34:45.048265+00,,459286922,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
285,,,2026-01-19 15:34:45.048265,Vitomir Sedić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,31,31,236130,12,,7,6,1,9,16,16,4,9,8,2,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,462434038,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
286,,,2026-01-19 15:34:45.048265,Vjekoslav Brada,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,30,9,302440,12,,7,7,1,15,15,13,9,3,7,0,7,,Srednji branič,portal_tracker,2026-01-19 15:34:45.048265+00,,465058896,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
287,,,2026-01-19 15:34:45.048265,Vladimir Batalija,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,33,79,118980,13,,6,7,1,6,16,17,10,7,10,0,2,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,456786634,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
288,,,2026-01-19 15:34:45.048265,Vlado Bunić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,30,57,265790,8,,6,6,1,3,4,4,14,18,2,0,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,463962107,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
289,,,2026-01-19 15:34:45.048265,Vlaho Jadrešić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,35,52,47080,22,,6,5,1,10,15,16,12,5,14,32,1,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,452255154,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
290,,,2026-01-19 15:34:45.048265,Vlatko Moharić,,NT,,,,,,,,,,,,,,Hrvatska,Igra glavom,,false,32,56,163530,11,,6,8,1,3,12,6,14,16,13,3,0,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,460094247,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
291,,,2026-01-19 15:34:45.048265,Vlatko Šarin,,NT,,,,,,,,,,,,,,Hrvatska,Nepredvidiv,,false,31,68,368680,12,,8,6,1,10,17,17,11,7,1,0,0,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,461643173,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
292,,,2026-01-19 15:34:45.048265,Vojko Bašetić,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,33,111,69660,15,,8,7,1,15,10,14,9,1,14,0,1,,Krilo,portal_tracker,2026-01-19 15:34:45.048265+00,,456052706,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
293,,,2026-01-19 15:34:45.048265,Vojko Krušlin,,NT,,,,,,,,,,,,,,Hrvatska,Brz,,false,35,23,40470,16,,5,7,1,5,13,10,10,16,13,1,1,,Napadač,portal_tracker,2026-01-19 15:34:45.048265+00,,452986083,3f5ca8b9-d920-4000-bf1e-b906d43c04a4,,,,,,,,,,,,,2026-01-19 15:34:45.048265+00
